thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T1357551,SpotifyCares,why can't i stream the new album on 🤔 Her other albums work but this one,"Fingers crossed we'll be able to have it soon, but there's info about Spotify content here:",2017-10-27 19:45:29+00:00,other,weak_keyword_rule
T1297539,Uber_Support,three canceled rides at airport because destination doesn’t suit your drivers? You really need to sort out your service.,Here to help! Send us a note via so our team can connect.,2017-10-26 22:21:32+00:00,other,weak_keyword_rule
T1179934,AppleSupport,iPhone 6s & yes I have I’ve reset it & downloaded the latest software,"Got it. Just to make sure you have covered everything, take a look here:",2017-10-15 18:53:28+00:00,other,weak_keyword_rule
T644832,AmazonHelp,I don't care guys. Horrible customer service. How can you guys mark a mobile phone delivered when it is not.,We would like to help you. Please share your details with us here: We'll get in touch shortly.,2017-11-22 18:13:28+00:00,other,weak_keyword_rule
T875012,SpotifyCares,"wtf is this, High Sierra.","Hi there, help's here! Can you DM us your account's email address and username? We'll see what we can suggest",2017-10-20 21:01:57+00:00,other,weak_keyword_rule
T139210,Delta,Hey my KTID is in my profile but my bp doesn’t say pre check. What am I doing wrong?,I apologize for this. Please follow/DM your confirmation number so that I may look into this further. Thank you.,2017-11-24 11:11:18+00:00,other,weak_keyword_rule
T2489777,Delta,I’m doing a research paper for my ECON class at but I️ can’t find some vital stats. What % of your overall operating cost goes to fuel/oil expenses. #PleaseHelp #strugglebus,Brief hold while I try to retrieve that information for you.,2017-11-26 19:16:55+00:00,other,weak_keyword_rule
T1036091,SpotifyCares,"hey man, hoe krijg ik spotify premium voor studenten voor 5 euro per maand? (Betaal nu 10)","Hey Robin! We can help out in English via Twitter, but we also have Dutch support via email at",2017-10-23 01:44:16+00:00,other,weak_keyword_rule
T1571688,AppleSupport,I’m having trouble with my I’s too,Let's try the steps listed in this article. Let us know if you need any further help.,2017-11-04 17:39:27+00:00,other,weak_keyword_rule
T365291,AppleSupport,some don’t even show up at all bruh,"Have you tried powering off and restarting? If not, try that and let us know the result:",2017-10-08 21:27:27+00:00,other,weak_keyword_rule
T2467940,AmazonHelp,"No, me aparece que al iniciar sesión dice que los pedidos están pasados por actividad sospechosa y fue bloqueada la cuenta, y pide subir un estado de cuenta para verificar mi identidad","Gerardo, ¿puedes revisar tu bandeja de correos no deseados"" para verificar si los especialistas de cuenta te han mandado las instrucciones?",2017-11-25 23:04:00+00:00,other,weak_keyword_rule
T1104443,AmazonHelp,is this legit? Because it looks dodgy as fuck.,Have you been in touch with us here: ?,2017-10-15 08:15:28+00:00,other,weak_keyword_rule
T1666332,Uber_Support,"I don’t have any emails from support, nor have I received one for days. Is there a way to see what email they sent it to?","Thanks for reaching back out to us about this. However, all messages can be found via in-app support under the ""Help"" section in the app. You can also view them in your own personal email address under the email we have on file for you. Let us know if you need anything else.",2017-11-26 05:27:17+00:00,other,weak_keyword_rule
T2782230,Delta,Marlene and Valda at SFO are magical angel fairies who saved my day. 🙏🏻💕💋✨ #GRATEFUL for kickass customer service people who have stressed out sweaty people meditating/hyperventilating in their face and handle it with grace!,"Hey Loni, thanks for the shout out! I'm happy to know we're exceeding our expectations and glad you decided to travel with us today! 😉",2017-11-21 17:12:00+00:00,other,weak_keyword_rule
T2229454,AppleSupport,my phone has been on 2% since i plugged it up 8 hours ago. wth,"We'd be happy to look into what's causing your iPhone to not appear to be charging. If you restart it, does it show the same battery percentage?",2017-11-10 15:54:41+00:00,other,weak_keyword_rule
T1415057,Uber_Support,"just got this text, i didn't request a code nor do i have the app on my phone. why did i get this text?",We're here to help! Please send us a note here; so our team can connect.,2017-10-28 20:03:53+00:00,other,weak_keyword_rule
T2005651,AppleSupport,"Dear , Fix this stupid “I️” issues. I’m tired of seeing that stupid A and that stupid box with the stupid question mark! With love..😡",Let's help provide some assistance with the matter. Please check out: DM us any other questions.,2017-11-04 05:39:23+00:00,other,weak_keyword_rule
T795193,AmazonHelp,...simple issue. Its requested to escalate the matter to some senior personnel. U may share the email id of the apellete authrty for d same,Kindly reply to the email sent by us and we'll get in touch with you soon.,2017-10-16 07:27:25+00:00,other,weak_keyword_rule
T2135734,Delta,Thanks. Can I buy a companion ticket using sky miles?,"Yes, you are able to purchase a ticket for a companion using your SkyMiles.",2017-10-19 08:45:09+00:00,other,weak_keyword_rule
T1186621,Uber_Support,"just maybe going out of business soon, they are having a massive issue with many drivers and delivers not able to log in. Users, too?",Here to help! Send us a note at so our team can connect right away.,2017-10-24 23:43:59+00:00,other,weak_keyword_rule
T2000685,Uber_Support,And for added fun the car smells like weed AND I am ALLERGIC #deleteuber,"We just followed up via your in-app support inquiry. Please check your messages in the ""Help"" section of your app for further assistance.",2017-11-03 00:32:39+00:00,other,weak_keyword_rule
T522740,SpotifyCares,How to pay it? Just for credit card?,Hey! You can also use PayPal to sign up for the offer. Hope this helps,2017-11-29 23:23:29+00:00,other,weak_keyword_rule
T2616648,AppleSupport,The EarPods that came with my iPhone 8 Plus I just got don’t work they work for a second then the volume goes down till it stops but only the right one thanks,"Hey, we can certainly explore some options regarding the EarPods. To help us isolate, can you test those EarPods out on another device and let us know if you experience the same issue?",2017-11-17 14:17:00+00:00,other,weak_keyword_rule
T2572054,AppleSupport,"my Notes app keeps crashing, so frustrating ! It has allll the important info i need😡🤬","It's important that your Notes are working for you, and we'll do all we can to help. To get started, may we know what device and OS you're using Notes with? Also, can you describe for us how Notes crashes?",2017-11-16 19:58:30+00:00,technical_issue,weak_keyword_rule
T515414,Uber_Support,Hey . My app isn't allowing me to book cab even after clearing my previous payment. It still shows payment pending and throws error on trying to pay again. Help.,"Here to help! Send us a note here, and our team will follow up.",2017-12-02 00:37:38+00:00,technical_issue,weak_keyword_rule
T1822890,Delta,"Most of your flight crews are well trained gracious hosts, but Departure Gate associates are curt, unfriendly and turn-off customers",My apologies regarding the rude behavior. We truly expect more from our employees. Thank you so much for your continued loyalty.,2017-10-15 19:05:51+00:00,other,weak_keyword_rule
T1296823,AppleSupport,Wish that would fix the ringtones issue. I have numerous customized ringtones that won't work in #iOS11. Annoying.,Follow up with us in DM. Tell us which app you used to create your ringtones there,2017-10-26 22:14:25+00:00,technical_issue,weak_keyword_rule
T1182658,Delta,Still on hold with trying to rebook delayed flight after grandma's funeral. Think I need to stick with .,Please DM your confirmation number so I can look into rebooking for you.,2017-10-24 22:56:41+00:00,other,weak_keyword_rule
T159627,Uber_Support,"I have already, waiting for a response.",We apologize for the trouble! Send us a DM with your email address and we'll connect.,2017-11-24 18:26:50+00:00,other,weak_keyword_rule
T1137787,Delta,no hotel vouchers and couldn’t get on a flight for another 12 hours. Had to spend he night in airport. Unacceptable,"Let us look into this, Justin. Please DM us your confirmation number via this link.",2017-10-24 09:49:39+00:00,other,weak_keyword_rule
T132559,AmazonHelp,prime is the single greatest investment I have made to date and honestly probably the best decision I will ever make. 11/10 would recommend.,Great to hear this Katie. Thanks so much for your shout out :) :),2017-11-24 07:52:31+00:00,other,weak_keyword_rule
T1095940,AmazonHelp,14 oct was delivery date which is over . Still waiting for for the product.no update available.,: & we'll get this resolved as soon as possible. 2/2,2017-10-15 06:18:26+00:00,other,weak_keyword_rule
T1918486,AppleSupport,You new iOS SUCKS!!!!! It’s ALWAYS crashing my iPhone!!! Fix it or revert it!!! #pathetic,We want you to get the most out of your iPhone's performance. Send us a DM and we'll look into this further.,2017-10-26 13:33:35+00:00,technical_issue,weak_keyword_rule
T2373316,AmazonHelp,Yo where is my package?!,"Thank you for reaching out today! We'd like to help, but we can't view your account details on Twitter. Did your order miss the expected delivery date listed in your order confirmation e-mail?",2017-11-14 01:42:54+00:00,order_status,weak_keyword_rule
T1909120,AppleSupport,"Since the 11.0.3 update, I no longer have the option to open my photos and message a pic. See screenshot and please help!","Where Messages normally would appear if you swipe from right to left and tap More, does Messages appear in that list?",2017-10-24 19:15:00+00:00,other,weak_keyword_rule
T512470,AppleSupport,It's asking me for a verification code...which I can't get because my device can't sign in.,Thanks for confirming that you're able to sign in there. Are you currently trying to sign in to the App Store on your iPhone via Wi-Fi or cellular? Let us know in DM and we'll go from there.,2017-12-02 01:04:29+00:00,account_access,weak_keyword_rule
T2704275,Uber_Support,so only refunded us the cost of the burger - not our total order. Rest assured we did not eat it... what's the deal Maccies in bath Southgate (yesterday)?? 🤢,Happy to take a closer look! Send us a DM with your email address so we can assist you.,2017-11-19 22:26:22+00:00,billing_refund,weak_keyword_rule
T930219,AmazonHelp,"si; algo sobre confirmar el método de pago..pero ya me resigne, lo que ahora me importa saber es por qué aún no han llegado mis pedidos de ayer...si aparece que debieran llegarme hoy hasta que hora espero...","¿Reportaste con Soporte al Cliente lo de los códigos? Con respecto a tus pedidos, ¿qué se indica en los detalles del pedido en ""Mis Pedidos""?",2017-11-20 00:12:25+00:00,other,weak_keyword_rule
T2253979,Uber_Support,why does your app show cars 2 mins away but when I request a car 10 mins. Also why am I dropped off on corner of my block when I request door to door and private ride?,"Here to help! Follow up here; , and our team will connect right away.",2017-11-11 04:09:24+00:00,other,weak_keyword_rule
T2638636,SpotifyCares,What the hack just happened to my Release Radar? It's completely messed up... :( I never listened to tracks like those.,"Hey Andras! Thanks for taking the time to reach out – and don't worry, your Release Radar should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists",2017-11-17 20:45:19+00:00,other,weak_keyword_rule
T2811798,AmazonHelp,Even after 15 days yet to get back INR 500 back in my Amazon pay account for prime membership.,"Apologies for the trouble with the pending cash-back. Have you reached out to our support team here: yet? If you were unable to do so, please go ahead and connect with us and we'll get this checked for you.",2017-11-22 07:58:29+00:00,other,weak_keyword_rule
T2365232,Delta,I will say that captain and crew on DL1382/9860 have gone above and beyond with passengers. Too notch service from them. Please make sure management is aware!,Thanks for the shout out to our Crew members. I am glad to hear the made a great impression for those flights. 😊,2017-11-14 00:39:22+00:00,other,weak_keyword_rule
T330183,AppleSupport,What happen to the old way the volume hub was on iPhone?,"We want to help sort this out. So we're clear, are you referring to controlling volume from Control Center?",2017-10-07 17:53:23+00:00,other,weak_keyword_rule
T2009551,SpotifyCares,Can y'all put the entire Regional At Best album by on,"Hi Jordyn! We’d love to have all of their stuff available, but we have some info about content here:",2017-11-04 19:40:53+00:00,other,weak_keyword_rule
T2148901,Delta,"This safety spokesman gal, is way to chipper....but sexy af. Well done delta",Thanks for enjoying our Safety Video! Happy travels.,2017-11-09 00:43:18+00:00,other,weak_keyword_rule
T160515,SpotifyCares,I am trying to sign up for the invite for the premium family subscription but after I sign in all the information it states there is error try again,"Hey Melanie, helps here! Could you fire over a DM with your username and email address? We'll take a look backstage 🔍",2017-11-24 18:39:53+00:00,technical_issue,weak_keyword_rule
T359348,Delta,On board another rocket with a row to myself. #deltamedallion #keepclimbing (@ Concourse A - ),Hey Jonathan. Enjoy the extra room. Thank you for traveling with us.,2017-10-08 16:03:17+00:00,other,weak_keyword_rule
T565395,SpotifyCares,‘tis the season for to send me their annual top songs of 2017 playlist. I’m so ready to be exposed,Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team,2017-12-03 00:41:32+00:00,other,weak_keyword_rule
T2225672,SpotifyCares,Presume so but haven't downloaded a playlist recently and not since reinstalling,"For now, it'd be best if you head to to remove your offline devices and reinstall the app. Let us know if this happens again. We're always here to help",2017-11-15 09:11:51+00:00,other,weak_keyword_rule
T1021337,SpotifyCares,It works fine on my tablet. I guess it's just an issue with my phone.,Hmm. Could you DM us your account's email address? We'll check a few things backstage and see what else we can suggest,2017-10-15 22:29:59+00:00,other,weak_keyword_rule
T2698308,Delta,so what is the point of offering supper on Twitter if you don’t even respond?,We apologize for the delay in responding Chris. The flight was delayed due to deicing on the departure and ramp congestion upon arrival. I apologize for any inconvenience this may have caused.,2017-11-19 19:40:38+00:00,other,weak_keyword_rule
T2300659,AppleSupport,my phone now burns through 50% battery overnight(6-8 hours) while on my night stand. Any way to fix this issue I didn’t have before iOS 11? Kinda thinking about switching. Every big update kills my previous gen phone.,We'll do all we can to help. Have you updated to iOS 11.1.1 yet? Send us a DM and let us know. Include the country you're in.,2017-11-12 17:04:26+00:00,other,weak_keyword_rule
T1418113,Uber_Support,y’all need to figure out a better system for customer service cause I’m pissed rn,We're here to help! Send us a DM with your email address so we can follow up.,2017-11-01 23:20:33+00:00,other,weak_keyword_rule
T1810853,SpotifyCares,Hey - major downgrade in quality of music on #NewMusicFriday. What about segmenting by genre/style? So much cool stuff overlooked..,"Thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends, but we’ll pass on your suggestion",2017-10-14 22:00:34+00:00,other,weak_keyword_rule
T1246200,Uber_Support,- I took Uber but my driver did not stop the ride and now my bill is 5 times of the estimated bill.I tried to contact Uber via support but did not get reply since 2 days.,"Hi, Shreya! Here to help. Kindly send us your email address via DM so our team can assist.",2017-11-30 19:46:24+00:00,other,weak_keyword_rule
T2961903,Uber_Support,"and has no heart for people who are being scammed so yeah basically moral of the story is u cant trust anyone anymore and dont EVER use uber bc they have no way of being sure about their riders ""mess""",Here to help. Send us a note at so our team can connect.,2017-11-29 21:20:35+00:00,security_fraud,weak_keyword_rule
T51637,AppleSupport,seriously how can I stop my phone correcting We to W.E??? I don’t have it as a shortcut or anything,"Let's work together to help resolve this. To start, which version of iOS are you running on your iPhone?",2017-11-01 18:13:31+00:00,other,weak_keyword_rule
T2089254,AmazonHelp,They seem to be not redeemable on different sites either.. So pointless getting a voucher when I can't buy in my own country. The postage will be more than the voucher #pointlessvoucher,"As the GC has been gifted, have you contacted the gift giver to see if they can send you a UK GC instead?",2017-11-08 10:51:54+00:00,other,weak_keyword_rule
T1125272,AmazonHelp,i was charged 731.94 on 10th september 2017 please explain the charges,Please get in touch with us here: and we’ll be glad to help you,2017-09-26 05:52:15+00:00,billing_refund,weak_keyword_rule
T2023393,Delta,Verbiage on website needs to be cleaned up (and the drop down menu needs to offer this).,"Oh, yes, I see. I will notify the leadership team responsible for updating that. Thank you.",2017-10-18 21:17:55+00:00,other,weak_keyword_rule
T75874,AmazonHelp,"Gracias por contestar tan rápidamente. Ciertamente, el retraso achacable no a sino a me genera un contratiempo importante. De hecho, hice la compra porque la fecha de entrega era ayer. De nuevo, gracias por vuestra atención.","Con mucho gusto Antonio, igualmente mantennos al tanto de la entrega de tu pedido.",2017-11-30 12:02:29+00:00,other,weak_keyword_rule
T2000726,SpotifyCares,you guys charged me more than you should’ve :\,"Hey, that's not cool! Could you send us a DM with your account's email address or username? We'll take a look backstage",2017-11-03 00:51:37+00:00,billing_refund,weak_keyword_rule
T579485,Uber_Support,Since when have drivers been able to call you up before you get in the car to ask you where you're going and then refuse the fair if it's not far enough?? Shocking scenes,Here to help! Our team is reviewing your email and will be in touch. We appreciate your patience!,2017-12-03 11:02:47+00:00,other,weak_keyword_rule
T780385,SpotifyCares,I cancelled my subscription at the end of sept and was charged today for my subscription.,Hey Corey! Can you DM us your account's email address and username? We'll take a look backstage,2017-10-07 20:36:53+00:00,billing_refund,weak_keyword_rule
T896072,SpotifyCares,Thanks for the link! It seems to be missing instructions for the website though?,"Sure! Just to check, were you able to queue songs? Can you let us know the specific steps we might be missing out on?",2017-10-20 22:01:32+00:00,other,weak_keyword_rule
T1588250,AppleSupport,Yo y’all need to fix this bug,Hello there. Try out this work around until this issue is fixed in a future update:,2017-11-04 23:04:28+00:00,technical_issue,weak_keyword_rule
T115228,SpotifyCares,have been giving me problems all month and yet no one can solve my issue :/,"Hey there, that doesn't sound good! Could you let us know what's happening exactly? We'd love to help out",2017-11-23 21:38:46+00:00,other,weak_keyword_rule
T2503598,AmazonHelp,"Bonjour, en vérifiant ajd ma commande (qui devait arriver hier) j'ai vu que sur Amazon elle avait bien était livré hier, mais je n'ai rien reçu chez moi.","Bonsoir, je suis désolée d'apprendre cela. Avez-vous effectué vos recherches auprès de votre entourage ?",2017-11-15 20:29:42+00:00,other,weak_keyword_rule
T2578878,SpotifyCares,I don't want to cancel. I just dont like having auto renew on,"We hear you! Month-to-month subscription plans aren't available at this time, but we'll be sure to pass this on to the right people. Let us know if you need anything else",2017-11-16 22:00:25+00:00,cancellation_request,weak_keyword_rule
T1725294,Delta,"Well that was fast, Thanks!",You are very welcome JD. Have a great day!,2017-10-17 18:48:47+00:00,other,weak_keyword_rule
T2548204,Uber_Support,Is there a bug in ur App since a few days? Shows many vehicles nearby while booking but drivers as far as 25min also accept!,Sorry for the trouble! Contact us via so we can connect.,2017-10-30 13:36:13+00:00,technical_issue,weak_keyword_rule
T1484037,AppleSupport,need help 😂 shit outta control,We're here to help. DM us and explain what issue you're having. We can work on it together.,2017-11-03 03:09:28+00:00,other,weak_keyword_rule
T1108292,AmazonHelp,"its not about that. They sent me a ""new"" s7 with copycat software that stole all my credit card info. Cool right? No refund.",A specialist from my team would like to reach out to you directly on this to take a look:,2017-11-08 15:44:33+00:00,security_fraud,weak_keyword_rule
T875047,Uber_Support,why are te bonuses getting smaller and the trips to reach them getting bigger. if this continues I'm just switching 2 Lyft,"Thanks for reaching out, Fernando. Please provide details here; so we can better assist.",2017-10-20 21:03:41+00:00,other,weak_keyword_rule
T259006,Delta,Fantastic customer service from and today. Thank you!,You are very welcome! Thanks for choosing to fly with us.,2017-10-05 20:20:18+00:00,other,weak_keyword_rule
T747664,SpotifyCares,"tengo problemas con el plan familiar, no permite la cuenta ni de mi esposo ni de mi papa que tenemos el mismo domicilio",¡Hola! Hemos respondido a tu MD. Revisa tu bandeja de entrada,2017-10-07 01:16:32+00:00,other,weak_keyword_rule
T1467966,Delta,offers 2500 miles for a late bag and 4500 after serving nuts (bf is allergic). I guess someone's life isn't even worth two late bags.,Pls accept a sincere apology on behalf of the FA. I expect all employees to be helpful and professional at all times.,2017-11-02 23:57:27+00:00,other,weak_keyword_rule
T2873299,AmazonHelp,Cuando ya confirme mi cuenta y aun así sigue bloqueada porque #BlackFriday,"Hola, Aylin. Lamentamos mucho este inconveniente, ¿podrías por favor confirmarnos si ya has recibido algún mensaje con información acerca de cómo desbloquear tu cuenta?",2017-11-28 03:59:00+00:00,other,weak_keyword_rule
T2805099,AmazonHelp,La adrenalina de pedir por internet. Gracias .,"¡Hola, Natalia! Con gusto, esperamos que disfrutes del producto. 🙂❤️",2017-11-22 02:47:00+00:00,other,weak_keyword_rule
T440491,AmazonHelp,Et un projet en cours! Pour me faire pardonner !,"Splendide, vous venez d'acquérir un nouveau fan ! Je peux compter sur vous pour me montrer le résultat une fois achevé ?",2017-10-25 17:47:20+00:00,other,weak_keyword_rule
T1555514,AmazonHelp,I've requested a return and it looks like it's been halted on its way to me. 👍🏻,Sounds great! Let us know if there is anything else we could assist with.,2017-11-04 22:59:25+00:00,other,weak_keyword_rule
T2407111,Uber_Support,I'm seeing croydon here and I saw it on the app earlier.... then I tried the transaction twice and told I was doing something illegal and then krispy kreme disappeared 😭 little help!!,We're working hard to get Krispy Kreme to as many people as possible! Keep trying.,2017-11-14 18:06:52+00:00,other,weak_keyword_rule
T1797609,SpotifyCares,"Was all pumped to make some fire podcast playlists on , but they don't let you add episodes to a playlist. What gives?","Hey! Adding podcast episodes to playlists isn't currently available. Rest assured, your feedback will be passed on to the right folks",2017-10-13 22:00:33+00:00,other,weak_keyword_rule
T2578000,Delta,I just got off flight DL228 from Denver to Cincinnati. My wife and I just had the best first class experience from flight attendant Todd. The service was fantastic. What first class service should be.,Hi Mark! Thanks for the kind words.,2017-11-26 20:49:15+00:00,other,weak_keyword_rule
T2707043,SpotifyCares,going to try get more targeted ads soon? You have my interests from Facebook and all the songs I've liked. Use that data for more personalized ads,Hey Kevin! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team,2017-11-19 23:31:52+00:00,other,weak_keyword_rule
T2301872,AmazonHelp,"scammed by Amazon India,forfeited my money and phone for order no. 405-0900122-6177106. Not resolving my issue for past 1.5 months.","Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2",2017-11-12 18:27:00+00:00,security_fraud,weak_keyword_rule
T889093,AppleSupport,11.1.2 the most up to date one,"Got it, thanks! Do you have any pending app updates to install? Do you notice the drain occurs more while using certain apps or programs over others?",2017-11-25 16:04:26+00:00,other,weak_keyword_rule
T2422803,SpotifyCares,"How do I disconnect a device from Spotify Connect?? There's a random person's iPhone that has started coming up under my ""available devices."" I have no idea who this is and want them off of my account. Help!","Hey Jessica, help's here! Can you DM us your account's email address? We'll take a look backstage",2017-11-14 18:42:34+00:00,other,weak_keyword_rule
T2560580,SpotifyCares,When will the app be updated to take advantage of the iPhone X screen?,Hey Mike! We understand and we’re working on it as we speak. Be sure to stay tuned,2017-11-16 17:14:35+00:00,other,weak_keyword_rule
T2931943,AmazonHelp,Mon colis à été livré à un voisin alors que je suis restée TOUTE LA journée chez moi Je ne comprends pas ce manque de professionnalisme Colis n 5__credit_card__,"Bonjour, désolée d'apprendre cela :/ l'avez-vous signalé à notre SAV ?",2017-11-29 08:21:25+00:00,other,weak_keyword_rule
T2148080,AppleSupport,LITERALLY FIX THIS STUPID GLITCH WTF ARE YALL DOING YOU KNOW HOW MANY TIMES TODAY IVE LOOKED STUPID BC I️ I️ I️ I️ I️ IIiiiIiIiiIi I️,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2017-11-09 00:30:00+00:00,technical_issue,weak_keyword_rule
T2923465,AmazonHelp,The first order was to be delivered yesterday by one of those personal drivers and now it won’t be here it looks like until maybe Thursday. And it’s only a half hour from here according to tracking. The other two might get here Thursday. When it said to be delivered today.,"Thanks for confirming with us, Robyn. Did you receive an e-mail regarding any sort of delay? What does the current tracking indicate for your order? You can find this information here:",2017-11-29 02:50:00+00:00,other,weak_keyword_rule
T935927,AppleSupport,Using 11.0.3 on an iphone 6 and my phone is on charge the whole day because the battery drains like toilet flush...r u fixing this issue?,We'd like to help. Have you seen these steps?,2017-10-21 20:03:29+00:00,other,weak_keyword_rule
T2677480,Delta,"I had 2 delays the last two weeks going to LGA, can I have some flyer miles?",Apologies for the flt delays Nicole! Can you pls DM the dates you traveled?,2017-10-31 14:18:01+00:00,other,weak_keyword_rule
T97751,Delta,"just spent 10 minutes playing the ""Who is going to talk first"" game with one of your customer service reps. After 10min of silence he just transfers me to a customer service survey. Great job delta... #FlySouthwest",We never want to hear this. We pride ourselves on providing exceptional customer service. I wish your experience was better than what's described and apologize it was not. We hope to better serve you going forward.,2017-11-30 16:48:23+00:00,other,weak_keyword_rule
T414132,SpotifyCares,Hey the Roku app is kinda very bad.....the cursor jumps around everywhere...needs fixing please!,Hey there! The cavalry's here. Could you confirm the make/model of the Roku device you're using? We'll see what we can suggest,2017-10-10 01:29:02+00:00,other,weak_keyword_rule
T2244055,Delta,Sitting on my DL5742 flight in seat 3D in business class. Was looking forward to my trip until we were just told they have NO food! I asked if they usually do and they replied “always”. This is not only disappointing but unacceptable.,"Oh my goodness, Julie. What is your confirmation # for this travel so that I may assist you. Please use the link to DM your information please.",2017-11-10 23:14:45+00:00,other,weak_keyword_rule
T942756,AppleSupport,Dear please fix this buggy iOS11.,"We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing.",2017-10-21 16:19:55+00:00,technical_issue,weak_keyword_rule
T1902009,SpotifyCares,. What is wrong with the app its a buggy and glitchy,"Hey, help's here! Can you fire over the device, operating system, and the Spotify version you're using? We'll see what we can suggest",2017-10-24 04:37:55+00:00,technical_issue,weak_keyword_rule
T1841350,SpotifyCares,make an option that lets us change our username!! i want people to follow me but my name is literally so cringy!!! 😭,Hey! We’ll get this passed onto the right team. Can you DM us your account's email address? We'll see what we can suggest,2017-10-18 01:49:39+00:00,other,weak_keyword_rule
T1187170,Delta,So how and when is this going to be fixed,"Hi, Francis. Have you been able to speak with a gate agent regarding the status of your flt?",2017-10-24 23:56:40+00:00,other,weak_keyword_rule
T2317946,AmazonHelp,"uuuuuuuuh run that by me one more time, amazon? Arriving 4 days after release when I have it pre-ordered? Hell, even if it wasn't pre-ordered, 4 days when I have Prime is...bad.","Hi Ryan, I'm sorry to hear you haven't received your order yet. Can I ask if you received an email to let you know why there was a delay?",2017-11-13 09:51:00+00:00,other,weak_keyword_rule
T817132,Uber_Support,"Hey Uber, my trip only cost me 30 something in the app, it's now being charged 60. A driver took a wrong turn took 30 min extra!!",Happy to follow up! Contact us via so we can connect.,2017-10-12 16:23:35+00:00,billing_refund,weak_keyword_rule
T2066165,SpotifyCares,when’s the Apple Watch app coming? I need that.,Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see:,2017-10-08 03:43:38+00:00,other,weak_keyword_rule
T927651,SpotifyCares,hiiii please look at my dm xx,"Hi Jon, we're happy to help! We've just replied to your DM. Let's continue chatting there",2017-10-21 14:45:31+00:00,other,weak_keyword_rule
T1101225,Delta,I am locked out of my skymiles account and there is a 2 hour wait to talk to someone to fix the problem.. Crazy!!!!,...within 24 hours. *ARD 2/2,2017-10-23 22:56:36+00:00,account_access,weak_keyword_rule
T1001147,AppleSupport,"These iOS updates have fucked my phone, never buying from again",We'd like to know more about the issue you're experiencing. Join us in DM to get started:,2017-10-22 17:35:00+00:00,other,weak_keyword_rule
T553331,AmazonHelp,Why do I keep getting these false price alerts on ebooks??? This is the second time!,It's possible you could be receiving phishing e-mails. Have a look at these tips for identifying if an e-mail is from Amazon or someone phishing for your information here:,2017-12-02 20:09:00+00:00,other,weak_keyword_rule
T243362,SpotifyCares,"You've put the wrong Twang on albums again. You fixed it once, already. I don't speak German, but I can follow Brummie",Hi Sam! Can you send over the Spotify links/URIs of the affected tracks? We'll get this reported,2017-10-05 14:31:39+00:00,other,weak_keyword_rule
T1348149,Delta,I need to know why you insist on having planes without TV.. it makes me want to scream - no wonder pl get crazy on your flights!!,Hi there. I hear you. Please know that you can always use our Delta studio on your mobile device or tablet to watch free movies and shows.,2017-11-25 21:20:07+00:00,other,weak_keyword_rule
T1359509,Delta,Llevo días tratando de facturar un vuelo y tickets de equipaje y en la página no he logrado hacerlo. Por tel me dicen que es en línea,"Hola Mónica. ¿Me puede enviar los números de boletos por DM, por favor?",2017-10-27 20:01:40+00:00,other,weak_keyword_rule
T389400,AppleSupport,my iPhone 7 won’t downloads app in the App Store :( #iphoneproblems,Thank you for reaching out to us today! We've received your DM and will continue from there.,2017-10-09 14:45:56+00:00,other,weak_keyword_rule
T1710628,Uber_Support,Why can’t I see the ride pass on my app,"Here to help! For more info, you may visit:",2017-11-30 23:13:14+00:00,other,weak_keyword_rule
T1302273,AmazonHelp,It is 8:42 and no package arrived,"I'm sorry it didn't arrive! We'd like to look into this with you, please reach us here:",2017-10-27 01:05:43+00:00,other,weak_keyword_rule
T2010072,SpotifyCares,Why is there not an Apple Watch Spotify App or when can we expect one?,"Hey Tony, we can see how that’d be useful! You can vote for the official idea and stay in the loop here:",2017-10-18 14:38:34+00:00,other,weak_keyword_rule
T1098108,Uber_Support,why would drivers in chicago continually drop us off in the same place? Weird I can’t complain through the app?,Sorry to hear about the trouble. Please send us a note at so we can look into this for you.,2017-10-15 06:11:27+00:00,other,weak_keyword_rule
T1812388,Uber_Support,can you tell me why my card was charged when I had an Uber gift card? Please help,We apologize for the trouble! Please DM us your email address and we'll follow up.,2017-10-18 02:29:00+00:00,billing_refund,weak_keyword_rule
T1527747,AppleSupport,Having the same issue,Thanks for reaching out. Try activating your iPhone again and please send us a DM if you're still receiving an error after.,2017-11-04 00:35:00+00:00,other,weak_keyword_rule
T992103,SpotifyCares,When I don't open the app in about 24 hours all my music are no longer downloaded,2: at They should help with this,2017-10-14 11:36:52+00:00,other,weak_keyword_rule
