id,brand,customer_message,intent,expected_action,label_source,sampling_method,notes
G0164,Uber_Support,More worthless info from ! It was MY credit card that was charged! And you want to speak to the recipient? smh Never mind. I'm done with this.,billing_refund,ESCALATE,assistant_single_annotator,stratified_random,"Wrong card charged, confused process"
G0165,Uber_Support,I’ve sent several messages to uber support in the app and they aren’t responding. I need to get my promo code situation fixed asap because I have somewhere to go.,technical_issue,ESCALATE,assistant_single_annotator,stratified_random,"Unresolved promo-code issue, repeated contact"
G0166,Delta,global upgrades are a joke! Can't use them b4 they expire! #deltaglobal needs 2 ensure miles never expire or return them when expired,other,ESCALATE,assistant_single_annotator,stratified_random,Loyalty-program expiry policy complaint
G0167,AmazonHelp,I love but in the past month I've had an order delivered somewhere in NJ instead of TN & was just forced to cancel another order 🙄,shipping_delivery,ESCALATE,assistant_single_annotator,stratified_random,"Repeated delivery-address errors, forced cancellation"
G0168,AmazonHelp,"Wow, v efficient packing",general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Positive feedback
G0169,AppleSupport,Same here.. i m on SE.. 6 months old.. new iOS version 11.1 just drains the battery out. Pathetic!!,technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Post-update battery drain
G0170,Uber_Support,DMing now! X,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Context-free 'DMing now'
G0171,SpotifyCares,If one switches their Groove Pass over to Spotifiy Premium for Family -- does that have a 60-day trial period?,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Plan-migration policy question
G0172,AmazonHelp,"If someone can contact me personally, I can help. Cz I had enough of filling form and updating you guys. needs fast solution to it",general_feedback,ESCALATE,assistant_single_annotator,stratified_random,"Frustrated, wants personal contact"
G0173,SpotifyCares,"Was too lazy to do that, but it's working now. Just needed to restart computer i guess.",technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Self-resolved bug report
G0174,AppleSupport,I have an Iphone 6s +,other,ESCALATE,assistant_single_annotator,stratified_random,Context-free device-model fragment
G0175,Uber_Support,"A driver delivered food to us that we never ordered, even though I can see the order in my account. Security problem?",security_fraud,ESCALATE,assistant_single_annotator,stratified_random,"Unordered food delivered, customer flags as security issue"
G0176,SpotifyCares,"Cool, thank you 😀",general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Positive feedback
G0177,Uber_Support,can't select that ride. it doesn't show up in my trips :(,technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Ride not showing in app
G0178,Uber_Support,I want my account back it should not be closed,account_access,ESCALATE,assistant_single_annotator,stratified_random,"Account closed, wants reinstatement"
G0179,AppleSupport,"Since upgrading to the news iOS 11, my phone freezes and cuts off all the time. What’s the deal",technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Post-update freezing bug
G0180,AppleSupport,create a new version that doesn’t do this cause I️ swear to god I’ll get an android,technical_issue,ESCALATE,assistant_single_annotator,stratified_random,"Repeated bug, churn threat"
G0181,Delta,lol no one can figure out which row is which because of the sticker placement lmaoooo 🤣🤣,general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Light humorous feedback
G0182,AppleSupport,"This would be nice if would fix the ninth letter of the alphabet so that it doesn’t correct to an exclamation/question mark duo when it stands alone, typically at the beginning of sentences used to refer to oneself. But hey, it’s not my call, only has the ability to",technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Autocorrect bug
G0183,Uber_Support,how you charge me for a trip I ain’t take? i need this settled asap!,billing_refund,ESCALATE,assistant_single_annotator,stratified_random,Charged for a trip not taken
G0184,Uber_Support,- do you actually ever reply to people? Or you tweet for fun? This promo code was supposed to be for free delivery. This promotion if for a unit of currency we don’t use in America - would like to try your service if you can actually respond and fix,billing_refund,ESCALATE,assistant_single_annotator,stratified_random,"Promo not honored, unresponsive support"
G0185,SpotifyCares,... if the code allows that.,other,ESCALATE,assistant_single_annotator,stratified_random,Context-free fragment
G0186,AppleSupport,please fix this problem ——> I️ I️ I️ I️ I️ I️ I️ #mehoyminoy,technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Autocorrect bug
G0187,AppleSupport,"My iPhone 6 Plus has been stuck on LTE ever since the last iOS update. Thanks ! That's really awesome. If I am forced to buy a new phone, it will be a Samsung, or the Google Pixel, just so you know.",technical_issue,ESCALATE,assistant_single_annotator,stratified_random,"Persistent connectivity bug, purchase threat"
G0188,Delta,god bless your airline,general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Positive feedback
G0189,AmazonHelp,You guys randomly cancelled my orientation the day I showed up without any notice to myself or any other day 1’s :/ haven’t heard back yet,other,ESCALATE,assistant_single_annotator,stratified_random,"Unexplained cancellation, no notice given"
G0190,AppleSupport,your latest update fucked my phone up. I can’t play music at all. Le 5 to losing a client,technical_issue,ESCALATE,assistant_single_annotator,stratified_random,"Update broke core function, churn threat"
G0191,SpotifyCares,I have Virgin media account what is benefit of linking,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Partner-account linking question
G0192,Uber_Support,"terrible service, I'm so disappointed",general_feedback,ESCALATE,assistant_single_annotator,stratified_random,General dissatisfaction complaint
G0193,Uber_Support,I don't even have an Uber account. Help,account_access,ESCALATE,assistant_single_annotator,stratified_random,"No account, needs help starting one"
G0194,Uber_Support,HELP ME GET INTO MY ACCOUNT!!!!! I just want to use u but ur making it physically painful like it hurts me to even think about using uber at this point,account_access,ESCALATE,assistant_single_annotator,stratified_random,"Cannot access account, high frustration"
G0195,SpotifyCares,"Thanks, that works!",general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Positive follow-up
G0197,SpotifyCares,"A good few, probs around 10,000",other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Context-free numeric fragment
G0198,Uber_Support,There was a 'Busy area' tax on my Ubereats order. My area is DEAD as fuck.,billing_refund,ESCALATE,assistant_single_annotator,stratified_random,Disputes a surcharge
G0199,AmazonHelp,Not being able to go home this diwali. Sad 😒. 5th diwali away from home. #sadDiwali #sadLife,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Off-topic personal/emotional tweet
G0200,AppleSupport,"Uh Iphone 6s won't turn on after the screen messing up, tried a hard reset nothing happening. Help??",technical_issue,ESCALATE,assistant_single_annotator,stratified_random,Device won't power on after hardware issue
G0201,SpotifyCares,"Hi i'm trying to cancel an account but I no longer have access to the email registered, can you please help? Thanks",cancellation_request,ESCALATE,assistant_single_annotator,stratified_random,Wants to cancel but lost access to registered email
G0202,SpotifyCares,that phonix bull crap is not me. This need to be fix asap spotify plZ,technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,"Recurring bug, wants urgent fix"
G0203,SpotifyCares,"After the update of Oreo 8.0 to Sony ZX Premium system won't play tracks in my car (BMW). Bt connection is ok. Display says: ""No available track data."" Help needed...",technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Device/OS-specific playback bug
G0204,Delta,Thanks for helping me earn status and break the first class glass ceiling as a business professional. #ladiesupfront #womenintech,general_feedback,AUTO_HANDLE,assistant_single_annotator,stratified_random,Positive feedback
G0205,Delta,"When does the 20 minute baggage gurantee begin being calculated? At touch down, deplaning, arrival time, etc?",other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Baggage-guarantee policy question
G0206,Delta,You may want to let people know about this phishing site.,security_fraud,ESCALATE,assistant_single_annotator,stratified_random,Reports a phishing site impersonating the brand
G0207,Delta,"Thanks for the info. Is this in addition to a carry on bag or in place of it? Cheers, phil.",other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Baggage-allowance policy question
G0208,Uber_Support,I am tired of messaging you guys about the same problem every time I order from my account gets disabled!!!,account_access,ESCALATE,assistant_single_annotator,stratified_random,Account repeatedly disabled
G0209,AppleSupport,"Yo , my watch is making some crazy ass noises. High pitched squeals randomly since I updated. #help",technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Post-update hardware noise bug
G0210,Delta,i have a question what number can i call forma support in mex city,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Regional contact-number request
G0211,Uber_Support,Help me please,other,ESCALATE,assistant_single_annotator,stratified_random,Context-free 'help me please'
G0212,AmazonHelp,I told you that order status is not showing on Amazon website. What's wrong with that? Send me email about status of my order.,order_status,AUTO_HANDLE,assistant_single_annotator,stratified_random,Order status not visible on site
G0213,Uber_Support,You can see both the UBER sticker and license plate info. This driver is breaking the law. I have more photos!,security_fraud,ESCALATE,assistant_single_annotator,stratified_random,Reports a driver operating with mismatched plates
G0214,AppleSupport,has stopped the new music playlist? Mine doesn't show up anymore,technical_issue,AUTO_HANDLE,assistant_single_annotator,stratified_random,Playlist feature not showing
G0215,Delta,What will happen to me and my son now?!,other,ESCALATE,assistant_single_annotator,stratified_random,"Context-free, distress-toned fragment"
G0216,AmazonHelp,"They gave me a message ""refund is successful"" but there was no refund on my fathers bank acc. I immediately contacted the customer service",billing_refund,ESCALATE,assistant_single_annotator,stratified_random,Refund marked successful but not received
G0217,Delta,hey guys! can you add an infant in arms to a reservation for me? thanks so much!,other,AUTO_HANDLE,assistant_single_annotator,stratified_random,Booking-change request (add infant)
G0218,Uber_Support,"Please suspense this kind of Driver who cheat customers with GPS jammer And I would like a refund, And this already happen twice to me in 2 months",security_fraud,ESCALATE,assistant_single_annotator,stratified_random,Alleges repeated fraud via GPS jamming
G0219,Delta,I booked a flight w KLM through you. My flight to Toulouse was cancelled so we took the train option w stop in Paris. Had to pay for hotel and now we cannot get a response on where luggage is. How can we resolve this and not spend more money on clothes and toiletries,billing_refund,ESCALATE,assistant_single_annotator,stratified_random,Seeks compensation for cancelled-flight costs
GS0211,SpotifyCares,"My spotify still have like 9 days left. If I want to cancel my premium today, can I still listen to it?",cancellation_request,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,Routine question about post-cancellation access
GS0212,AmazonHelp,I ordered a book that is in stock and you indicate shipment in March 2018. I want to cancel. You are not allowing that.,cancellation_request,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,System won't allow a legitimate cancellation
GS0213,SpotifyCares,I want to cancel my subscription but cannot remember my password to log in. This was the username given in the email you sent.,cancellation_request,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Cancellation blocked by account access problem
GS0214,AmazonHelp,"I have never been hurt so badly before in my life...my package was supposed to be delivered Saturday but then it wasn’t and it said maybe Monday, or latest tuesday and its still not here...",shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Repeated delivery delay, high distress"
GS0215,Uber_Support,"hi is it a way change a address of a delivery, i had someone put in a wrong address and had to go about 7 miles out the way?",shipping_delivery,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,Routine address-change request
GS0216,Uber_Support,my food delivery said it was delivered but never arrived? raging.,shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Marked delivered but not received
GS0217,AmazonHelp,Biggest weekend of the year for consumers! Got a sweet deal thanks to . But dropped the ball delivering it today. I was at work while my package was delivered. It says I signed for it while i was at WORK. You guys sure hire some great delivery drivers. FML,shipping_delivery,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,Missed delivery window
GS0218,AmazonHelp,"just joined twitter to make a complaint. new prime user, order due yesterday never arrived, was promised today, along with another order due today, neither arrived today either. What exactly is meant by 'GUARANTEED' delivery dates?",shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Multiple orders repeatedly not arriving
GS0219,AmazonHelp,"Got Mail from Amazon that my order has been delivered,but did not receive my order(6k Rs phone)and when I call customer care they won't even provide me with the number of the delivery person and said they need 5 days to investigate.never ordering from again.Poor service",shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,High-value item marked delivered but missing
GS0220,AmazonHelp,I filed a ticket to the courier company but they answer “the package was sent as it was received from the shipper”,shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Courier dispute, unresolved"
GS0221,AmazonHelp,So.. my mum's birthday gift FINALLY arrived... and it's damaged 😢😢😢 Contacted seller directly already,shipping_delivery,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,Damaged item on arrival
GS0222,AmazonHelp,Good morning - I wrote an email two days ago regarding getting a fast replacement for my missing package - to which I was told I'd get a reply in 6 hours. Package never arrived and I still haven't gotten a reply 48 hours later. This is incredibly frustrating.,shipping_delivery,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Missing package, slow prior response"
GS0223,AmazonHelp,yo i cant sign in keeps telling me to change my pw when i do i try to sign in with the same password and its not allowing wassup,account_access,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Password-change loop, cannot resolve"
GS0224,Uber_Support,my phone number has changed and I can't log in to my account. Please help thanks!,account_access,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,Routine account-recovery request
GS0225,SpotifyCares,your forgot password form is broken The CSRF token is invalid. Please try to resubmit the form.,account_access,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Password-reset form itself is broken
GS0226,Uber_Support,trying to log into my account on a new iPhone but the sms code confirmation isn’t coming through. How can I access my acct?,account_access,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"2FA code not arriving, blocks login"
GS0227,Uber_Support,my uber account has been blocked and now forgot pass Link is not working. Even I entered the otp received at my mob no. For pass reset,account_access,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Blocked account, reset link also broken"
GS0228,AppleSupport,If I log in. The app installs. But I still can't access my account details from the app store homepage (icon right top corner),account_access,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,"Partial access issue, single feature affected"
GS0229,Uber_Support,lost phone in Italy and forgot password so when trying to log in on another phone it send me a code to the phone I've lost!?#help,account_access,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Locked out due to lost 2FA device
GS0230,Uber_Support,Can't login to my uber account ! Please advise!,account_access,AUTO_HANDLE,assistant_single_annotator,keyword_targeted_supplemental,"Simple login issue, low detail"
GS0231,Uber_Support,please contact me. My account has been hacked and someone is taking trips with my credit card. Locked out of app.,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Active unauthorized use of payment method
GS0232,Uber_Support,it’s been like 4 days since someone has hacked my account and I have yet to get an email response from the company.,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Unresolved account compromise
GS0233,SpotifyCares,If you've been a paying customer for 4 years on and your account gets #hacked don't bother asking for help you won't get none,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Account compromise, no support response"
GS0234,Uber_Support,My account has been hacked and I have sent you countless messages in the passed few minutes... Please contact me as I am being charged constantly for rides in Europe and I am in the States... #help #uberhack,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Active compromise with ongoing charges
GS0235,SpotifyCares,"Someone hacked my account, deleted all my playlists and changed my account to a family plan. what do I do?",security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Account compromise with data/plan changes
GS0236,AmazonHelp,please can someone contact me ASAP. Seems my account has been hacked email switched and now cannot log in to use contact us option,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Compromise including email takeover
GS0237,AppleSupport,"might want to check out the app and remove it from your App Store, poor products like this fraud reflect on you too,",security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Reports a fraudulent third-party app
GS0238,AmazonHelp,Did your systems get breached? ?? Getting these emails #fraud #shopping,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,Suspected data breach / phishing
GS0239,AmazonHelp,pretty sure my account has been compromised. How do I get help from Amazon to report? I am locked out of my account,security_fraud,ESCALATE,assistant_single_annotator,keyword_targeted_supplemental,"Suspected compromise, needs reporting channel"
